Preoxidant dose (mg/L),Preoxidation time (h),Disinfectant dose (mg/L),Disinfectant/DOC,Total residual chlorine (mg/L),Reaction time (h),Temperature (C),pH,Buffer concentration (mM),Bromide concentration (ug/L),DOC (mg/L),UV254 (cm-1),SUVA254,Ammonia (mg-N/L),Nitrate (mg-N/L),Nitrite (mg-N/L),DON (mg/L),DON/DOC,Preoxidant,Disinfectant,Quenching agent,Buffer,Water source,DIN,DCAN
0.0,0.0,1.0,0.431406385,1.984681358,24.0,25.0,6.8,10.0,49.42133333,2.318,0.017,0.733390854,0.0,1.6,0.0,0.19,0.081967213,4,1,2,4,1,1.6,0.36
0.0,0.0,15.0,3.0,10.39787363,72.0,22.0,8.0,10.0,81.40683562,5.0,0.055,1.1,0.49371,2.985980993,0.195096596,0.769230769,0.153846154,4,0,7,4,3,3.674787589,1.682082
0.0,0.0,10.0,2.127659574,4.497359709,19.0,22.0,6.9,10.0,830.0,4.7,0.0958,2.0,0.04,0.0,0.0,0.3,0.063829787,4,1,2,4,3,0.04,6.704768609
0.0,0.0,8.0,4.0,3.353514074,72.0,21.0,7.0,28.0,91.29291454,2.0,0.049055892,2.028162121,0.10256,5.814370657,0.261862044,0.12,0.06,4,0,2,4,0,6.178792701000001,0.23
1.2,0.018055556,8.757016666,2.86369248,3.880324152,72.0,20.0,7.0,5.0,178.7,3.2,0.1088,3.4,0.162995,7.460200496,0.162233837,0.203887263,0.062111762,5,0,5,4,1,7.785429332999999,4.035264304
0.0,0.0,8.0,4.0,3.084312384,72.0,21.0,7.0,28.0,101.7131473,2.0,0.047630492,2.024596965,0.11034,5.738178459,0.272835945,0.12,0.06,4,1,2,4,0,6.121354404,0.24
0.0,0.0,31.57905714,6.316158216,1.0,24.0,20.0,8.0,1000.0,40.0,1.3,0.047,3.615384615,0.0,0.02,0.0,0.09,0.069230769,4,1,2,3,2,0.02,0.22
0.0,0.0,10.0,8.695652174,10.23244482,108.0,20.0,8.2,0.0,5507.698055,1.15,0.01403,1.22,0.2147875,7.165081631,0.44006,1.497922648,0.609783347,4,1,7,0,1,7.819929130999999,12.03832525
0.0,0.0,16.0,8.121827411,9.3,168.0,25.0,8.3,20.0,525.8847585,1.97,0.050038,2.54,0.0,7.872941953,0.274277298,0.466708804,0.215576314,4,0,2,2,2,8.147219251,0.1
0.0,0.0,15.0,3.0,4.970000819,6.0,25.0,7.0,10.0,0.0,5.0,0.166,3.32,0.12,0.7,0.003,0.47,0.094,4,1,2,4,2,0.823,15.14822784
0.0,0.0,7.057569463,4.200790831,4.0,168.0,20.0,7.0,1.0,322.3563766,1.680057339,0.058596226,3.48775154,0.17605,5.469056099,0.139912596,0.312473391,0.156656603,4,1,5,4,2,5.785018695000001,1.017721158
0.0,0.0,29.54710042,5.243588566,1.0,24.0,20.0,8.0,1000.0,0.0,2.0,0.086,4.3,0.0,0.0,0.0,0.19,0.095,4,1,2,3,2,0.0,0.26
0.0,0.0,2.85,3.0,5.105326298,72.0,25.0,7.1912,19.25,0.0,0.95,0.04218,4.44,0.53849,20.83351709,0.243490945,0.26,0.273684211,4,0,2,4,0,21.615498035,0.308235274
0.0,0.0,4.0,4.0,4.195014983,72.0,21.0,7.0,28.0,110.8095596,1.0,0.047672841,2.273402034,0.17514,10.65942066,0.232949846,0.09,0.09,4,0,2,4,0,11.067510506000001,0.37
0.0,0.0,73.3608468,8.886840706,1.0,24.0,20.0,8.0,1000.0,0.0,1.8,0.071,3.944444444,0.0,0.03,0.0,0.1,0.055555556,4,1,2,3,2,0.03,0.32
5.0,72.0,15.0,3.0,4.196461884,72.0,23.845,7.0,10.0,95.68762963,5.0,0.05,1.0,0.63,0.354609929,0.354609929,0.785255371,0.175217399,6,1,2,4,0,1.3392198579999999,10.65490984
0.0,0.0,13.55459857,3.422731625,1.740720682,24.0,25.0,8.0,2.0,265.9431108,4.0,0.08687105,2.195416209,0.39667,4.336962199,0.138289571,0.505852205,0.127760897,4,1,2,3,2,4.87192177,17.9727457
20.0,6.0,16.31,9.061111111,10.45373439,24.0,22.0,7.0,10.0,80.0,1.8,0.0504,2.8,0.02,1.18,0.15,2.8,1.555555556,2,1,7,4,1,1.3499999999999999,0.351609693
2.8,0.083928571,8.323585484,3.01559179,3.796522776,72.0,20.0,7.0,5.0,828.7,3.2,0.1088,3.4,0.15986,7.035516596,0.166304794,0.314361024,0.103784836,2,0,5,4,1,7.36168139,0.170900655
0.0,0.0,40.0,13.33333333,19.3,168.0,25.0,8.3,20.0,0.0,3.0,0.042,1.4,0.12,0.15,0.0,0.676167118,0.146277768,4,0,2,2,1,0.27,0.6
0.0,0.0,10.0,3.789314134,6.114762129,72.0,20.0,7.8,10.0,2480.0,2.639,0.062118478,1.768672104,0.125,0.791,0.009,1.46,0.553239864,4,0,0,4,1,0.925,4.017830876
0.0,0.0,5.0,1.666666667,3.1,120.0,25.0,7.5,0.5,77.65661749,3.0,0.083203726,2.803691311,0.738468214,5.123738298,0.135156671,0.365223055,0.102537537,4,0,7,4,2,5.997363183,2.35
0.0,0.0,60.0,20.13422819,51.2,168.0,25.0,7.0,20.0,65.31020536,2.98,0.044998,1.51,0.538877273,8.855642333,0.457522,0.949443639,0.203835504,4,1,2,2,1,9.852041606,0.1
0.0,0.0,100.0,8.196721311,58.3,168.0,25.0,7.0,20.0,200.0,12.2,0.18788,1.54,0.2,35.42,0.23,3.740455909,0.338482018,4,1,2,2,3,35.85,0.3
0.0,0.0,46.2,10.04347826,22.86082658,24.0,25.0,8.0,10.0,124.6140868,4.6,0.05842,1.27,0.12,0.1,0.001,1.17,0.254347826,4,1,2,4,2,0.221,0.708036282
0.5,0.5,9.0,2.884615385,6.077192407,24.0,25.0,7.0,10.0,469.5525225,3.12,0.066811425,2.162257866,0.78,0.7,0.006,0.92,0.294871795,6,1,0,4,2,1.486,1.629969807
0.0,0.0,6.0,2.0,3.98404821,24.0,20.0,7.0,19.66,200.0,3.0,0.003,0.1,0.4041625,4.25204539,0.237186949,0.590867359,0.164791318,4,0,2,4,0,4.893394839,1.763433565
0.0,0.0,15.0,5.0,4.195874054,168.0,23.0,7.0,11.085,46.94228879,3.0,0.0291,0.97,0.41689,2.181670496,0.128880426,0.411067511,0.120053786,4,1,2,4,1,2.727440922,0.809089464
0.0,0.0,26.30446079,4.499975006,5.133297766,72.0,20.0,7.0,5.0,51.2,4.0,0.24,6.0,0.83106,33.68671429,0.242898673,0.39997819,0.110751549,4,1,5,4,1,34.760672963,0.465543703
0.0,0.0,7.0,1.983002833,2.8,168.0,25.0,7.0,20.0,151.7326299,3.53,0.049067,1.39,0.18704,9.882242449,0.208845865,0.465371571,0.126069471,4,1,2,2,1,10.278128314,3.2
0.0,0.0,75.05019822,6.876597834,1.0,24.0,20.0,8.0,1000.0,0.0,3.9,0.165,4.230769231,0.0,1.92,0.0,0.177356807,0.047377639,4,1,2,3,2,1.92,0.47
0.0,0.0,18.6,3.72,2.8,2.0,25.0,7.0,10.0,0.0,5.0,0.160218502,3.188131592,1.4,9.33738,0.140842199,0.125246548,0.02504931,4,1,2,4,2,10.878222199,17.03391768
0.0,0.0,10.0,2.83286119,5.0,168.0,25.0,7.0,20.0,67.39873846,3.53,0.049067,1.39,0.16873,8.69202635,0.172458865,0.38142,0.109514779,4,1,2,2,1,9.033215215,2.0
0.0,0.0,4.0,1.333333333,0.751337461,72.0,21.76333333,7.0,10.0,20.0,3.0,0.105,3.5,0.1,2.3,0.354609929,0.330328137,0.108709037,4,0,2,4,2,2.754609929,0.928316559
0.0,0.0,7.0,2.422145329,4.2,168.0,25.0,7.0,20.0,141.9320715,2.89,0.041038,1.42,0.21092,7.68813635,0.205739766,0.400256923,0.128620048,4,1,2,2,1,8.104796116,2.4
0.0,0.0,5.8,2.0,1.932810029,24.0,20.0,7.0,30.0,109.6611131,2.9,0.08381,2.89,0.1984025,3.022134397,0.189286596,0.304239268,0.098568684,4,1,2,4,1,3.4098234929999998,6.953199573
0.0,0.0,6.0,2.0,2.590997474,24.0,20.0,6.0,17.78454545,100.0,3.0,0.0099,0.33,0.19797,5.511637183,0.28943179,0.443894604,0.140355146,4,1,2,4,0,5.999038973,7.995359122
0.0,0.0,40.2,20.0,16.09112389,72.0,22.0,7.0,20.3,68.73853347,2.01,0.068345984,3.400297696,0.477697143,5.80836648,0.354480894,0.652869654,0.33099823,4,1,2,4,1,6.640544517,0.0
0.0,0.0,6.0,2.0,3.9278649,24.0,20.0,7.0,11.21454545,100.0,3.0,0.0111,0.37,0.2060825,4.967068794,0.153488322,0.474462937,0.147726947,4,0,2,4,0,5.3266396160000005,7.53268438
0.0,0.0,9.121353134,2.958519875,3.840443097,72.0,20.0,7.0,5.0,178.7,3.2,0.1088,3.4,0.167555,7.533400496,0.147084794,0.209648163,0.06268592,4,0,5,4,1,7.84804029,4.822604964
0.0,0.0,5.0,1.666666667,2.6,168.0,25.0,8.3,20.0,0.0,3.0,0.042,1.4,0.12,0.15,0.0,0.275055123,0.109685838,4,0,2,2,1,0.27,0.2
0.0,0.0,13.73393278,3.698542721,1.735130107,48.0,35.0,8.0,2.0,174.8492299,4.0,0.08719985,2.168527542,0.40134,3.838266099,0.133089571,0.507609705,0.126972389,4,1,2,3,2,4.372695670000001,7.276721733
0.0,0.0,75.21636064,8.784178006,1.0,24.0,20.0,8.0,1000.0,40.0,2.1,0.085,4.047619048,0.0,0.0,0.0,0.06,0.028571429,4,1,2,3,2,0.0,0.27
0.0,0.0,71.17554349,7.448757425,1.0,24.0,20.0,8.0,1000.0,0.0,2.7,0.105,3.888888889,0.0,0.79,0.0,0.142238136,0.045254935,4,1,2,3,2,0.79,0.0
0.0,0.0,11.56,22.23076923,12.29720959,72.0,25.0,7.0843,48.51,0.0,0.52,0.006916,1.33,0.77104,12.91515225,0.310498144,0.11,0.211538462,4,1,2,4,0,13.996690394,0.824949434
0.0,0.0,10.0,4.199916002,1.616013554,108.0,20.0,8.2,0.0,870.7552525,2.381,0.039,1.637967241,0.148900833,7.775769929,0.22402,0.385156667,0.139232419,4,1,7,0,1,8.148690762,26.00695142
0.0,0.0,22.01,4.402,4.588515361,24.0,25.0,7.0,10.0,0.0,5.0,0.134211225,2.74583896,1.4,3.8957,0.104292199,0.236094438,0.047218888,4,1,2,4,2,5.399992199,17.85867067
0.0,0.0,4.0,1.342281879,0.2,168.0,25.0,7.0,20.0,104.6522886,2.98,0.044998,1.51,0.21361,10.36305245,0.218282461,0.397998602,0.123530443,4,1,2,2,1,10.794944910999998,2.6
0.0,0.0,8.0,1.6,5.230301915,72.0,22.0,7.5,2.0,500.0,5.0,0.2,4.0,0.0,0.0,0.0,0.104821803,0.020964361,4,0,7,4,2,0.0,1.318190173
0.0,0.0,9.977916128,2.508874619,2.383302384,8.0,15.0,8.0,2.0,127.7162804,4.0,0.126624997,3.112893111,0.177889762,6.456172766,0.123574043,0.295104788,0.075780057,4,1,2,3,2,6.757636571,10.14742757
0.0,0.0,15.81439625,4.040704893,3.23674577,8.0,50.0,8.0,2.0,251.8186861,4.0,0.083755176,2.155590169,0.478203636,4.195806099,0.133539571,0.515314224,0.127547857,4,1,2,3,2,4.807549306,8.019468884
0.0,0.0,14.0,1.776649746,1.9,168.0,25.0,7.0,20.0,82.25139734,7.88,0.200152,2.54,0.0,13.34639082,0.181400777,0.635958755,0.109605634,4,1,2,2,2,13.527791597,19.2
0.0,0.0,15.0,3.191489362,6.5,72.0,25.0,7.0,20.0,60.0,4.7,0.08,1.70212766,0.3,14.6,0.07,0.05,0.010638298,4,0,2,4,3,14.97,7.85678064
0.0,0.0,12.0,4.0,8.3,168.0,25.0,7.0,20.0,0.0,3.0,0.042,1.4,0.12,0.15,0.0,0.481377534,0.120623168,4,1,2,2,1,0.27,1.0
0.0,0.0,7.0,2.517985612,4.0,168.0,25.0,7.0,20.0,93.73835274,2.78,0.036974,1.33,0.25303,6.06542635,0.216189199,0.358225743,0.130871354,4,1,2,2,1,6.534645549,1.1
0.0,0.0,6.0,2.0,3.936561649,24.0,20.0,7.0,11.235,1000.0,3.0,0.0078,0.26,0.24639,4.486256596,0.151856751,0.527745345,0.186163971,4,0,2,4,0,4.884503347,1.850531554
0.0,0.0,9.901736065,2.415083989,1.613363404,72.0,15.0,8.0,2.0,135.2528839,4.0,0.128087192,3.135588245,0.190048333,9.216084397,0.120282199,0.347807453,0.083650246,4,1,2,3,2,9.526414929,17.23621685
0.0,0.0,85.0,10.78680203,36.8,168.0,25.0,8.3,20.0,658.710363,7.88,0.200152,2.54,0.0,19.07507805,0.371786219,3.464366193,0.43343371,4,0,2,2,2,19.446864269,5.1
0.0,0.0,10.0,4.0,3.181798714,8.0,22.0,6.9,10.0,0.0,2.5,0.104,0.4,0.01,3.69,0.01,0.53,0.212,4,1,2,4,0,3.7099999999999995,2.203894448
1.018495,2.031149616,6.0,2.0,1.812204195,72.0,19.51,8.0,40.0,0.0,3.0,0.12,4.0,0.19473619,11.48901667,0.200243794,0.258900406,0.080904177,0,1,2,3,2,11.883996654,2.084243259
0.0,0.0,30.0,10.0,26.3,168.0,25.0,7.0,20.0,0.0,3.0,0.042,1.4,0.12,0.15,0.0,0.803329936,0.148961523,4,1,2,2,1,0.27,0.2
0.0,0.0,3.6,3.0,3.0,0.0,22.6,7.0,30.0,239.9686578,1.2,0.00048,0.04,0.89062,7.286160496,0.270956596,0.633638333,0.20050469,4,1,6,4,1,8.447737091999999,0.0
2.0,0.5,20.0,5.0,4.526678513,24.0,22.0,7.5,2.0,0.0,4.0,0.156,3.9,0.0,0.0,0.0,0.083333332,0.020833333,0,1,2,4,2,0.0,0.858229417
0.0,0.0,12.0,3.0,5.622430696,168.0,25.0,7.2,10.0,0.0,4.0,0.0964,2.41,0.0,0.0,0.0,0.083333332,0.020833333,4,0,2,4,2,0.0,0.72
0.0,0.0,20.0,5.0,2.870165716,24.0,22.0,7.5,2.0,306.9767442,4.0,0.048,1.2,0.228125,2.861388298,0.156999167,0.439090857,0.104643745,4,1,2,4,1,3.246512465,1.829318026
0.0,0.0,10.5,3.0,4.478554602,168.0,25.0,7.2,10.0,0.0,3.5,0.04235,1.21,0.41385,6.155588298,0.119329199,0.595,0.17,4,0,2,4,2,6.688767497,1.973873722
0.0,0.0,8.0,1.6,8.0,0.0,22.0,7.5,2.0,0.0,5.0,0.2,4.0,0.0,0.0,0.0,0.104821803,0.020964361,4,1,7,4,2,0.0,0.0
0.0,0.0,40.0,4.938271605,15.65619742,120.0,20.0,7.0,12.22,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,4,1,0,4,1,0.16,1.338531918
0.0,0.0,21.46,2.861333333,3.562594512,0.333333333,25.0,7.0,5.0,52.0,7.5,0.203,2.706666667,2.29,1.9,1.0,5.54,0.738666667,4,1,7,4,3,5.1899999999999995,7.750554119
0.0,0.0,79.3083138,9.817766469,1.0,24.0,20.0,8.0,1000.0,0.0,1.2,0.064,5.333333333,0.0,0.0,0.0,0.06,0.05,4,1,2,3,2,0.0,0.39
10.73,0.166666667,10.73,1.430666667,5.184670695,0.333333333,25.0,7.0,5.0,52.0,7.5,0.203,2.706666667,2.29,1.9,1.0,5.54,0.738666667,1,1,7,4,3,5.1899999999999995,2.242997255
0.0,0.0,75.0,38.07106599,8.3,168.0,25.0,7.0,20.0,64.05090682,1.97,0.050038,2.54,0.0,6.834411953,0.323898298,0.532404298,0.217478027,4,0,2,2,2,7.158310251,3.4
0.0,0.0,15.0,3.0,7.0,72.0,25.0,7.0,20.0,0.0,5.0,0.35,7.0,0.0,0.0,0.0,0.02,0.004,4,0,2,4,2,0.0,4.931373807
0.0,0.0,8.0,4.0,2.875821367,72.0,21.0,7.0,28.0,108.5730008,2.0,0.046003224,1.925705544,0.109,5.757880657,0.281985945,0.18,0.09,4,1,2,4,0,6.148866602,0.9
0.0,0.0,19.17,3.834,3.680600833,24.0,25.0,7.0,10.0,0.0,5.0,0.158866272,3.244527113,1.4,9.35748,0.142922199,0.125246548,0.02504931,4,1,2,4,2,10.900402199,31.19381666
0.0,0.0,3.0,1.260504202,1.706376639,24.0,25.0,7.118666667,6.86,192.71325,2.38,0.024,1.008403361,1.458879643,5.490170496,0.225574496,0.397467567,0.146810498,4,1,7,4,1,7.174624635000001,0.953361195
0.236075,0.299183044,6.0,2.0,2.843341581,72.0,21.67,6.5,40.0,150.0,3.0,0.12,4.0,0.163471667,14.7537022,0.200146738,0.185089582,0.0547571,0,1,2,4,2,15.117320605,4.644760124
0.0,0.0,400.0,149.2537313,16.7,168.0,25.0,7.0,20.0,42.13048946,2.68,0.038056,1.42,1.06773,5.016834897,0.188088562,3.211935,0.393013691,4,0,2,2,1,6.272653459,1.5
0.0,0.0,6.0,2.0,2.247198685,24.0,20.0,7.0,12.13454545,100.0,3.0,0.0078,0.26,0.2955325,4.354307092,0.177307521,0.480018771,0.153781333,4,1,2,4,0,4.8271471130000005,7.216788866
0.0,0.0,3.6,3.0,1.204268995,96.0,22.53,7.0,30.0,197.6452236,1.2,0.00048,0.04,0.87258,6.061447589,0.247424397,0.635678077,0.197284447,4,1,6,4,1,7.181451986,4.512293519
0.0,0.0,7.0,2.491103203,4.1,168.0,25.0,7.0,20.0,113.3293527,2.81,0.037935,1.35,0.27007,6.362018549,0.211143099,0.380931052,0.130172683,4,1,2,2,1,6.843231648,2.066666667
0.0,0.0,17.1,3.0,7.830006275,72.0,25.0,7.12175,30.42,0.0,5.7,0.05985,1.05,0.49496,8.815631986,0.27310086,2.12,0.371929825,4,0,2,4,0,9.583692846,2.423594541
0.0,0.0,1.3,1.0,3.760446734,24.0,20.0,7.0,2.0,9.0,1.3,0.017,1.307692308,0.0,0.63,0.006,0.28,0.215384615,4,0,0,4,1,0.636,0.043781581
0.0,0.0,10.0,1.862891207,5.335081284,72.0,20.0,7.8,10.0,397.2210351,5.368,0.093342753,2.092560493,0.069,0.681,0.01,0.65,0.121087928,4,0,0,4,1,0.76,12.80058249
0.0,0.0,5.0,2.074688797,1.040150022,24.0,20.0,8.0,10.0,8.0,2.41,0.065,2.697095436,0.06,3.020915532,0.104479397,0.352839213,0.114733955,4,1,6,4,1,3.185394929,0.862689873
0.0,0.0,12.0,3.0,5.404931659,168.0,25.0,7.2,10.0,0.0,4.0,0.0568,1.42,0.0,0.0,0.0,0.083333332,0.020833333,4,0,2,4,2,0.0,2.8
0.0,0.0,12.4,2.755555556,3.775976958,72.0,22.64,6.5,40.0,144.0,4.5,0.153,3.4,0.29423,4.437606596,0.177720191,0.318321011,0.089632355,4,1,2,4,2,4.909556787,13.09999029
0.0,0.0,7.81,2.440625,2.744435742,24.0,25.0,7.2,20.0,145.858,3.2,0.03951714,1.113553834,1.0,8.136188298,0.269161671,0.45899659,0.139524918,4,1,6,4,1,9.405349969,12.79283485
0.0,0.0,12.36846107,2.951023226,1.822609567,48.0,25.0,8.0,2.0,159.6097696,4.0,0.088024778,2.365753962,0.30137,4.376094167,0.133532571,0.488059687,0.118402186,4,1,2,3,2,4.810996738,15.43005252
0.0,0.0,28.10854917,5.341097694,1.0,24.0,20.0,8.0,1000.0,0.0,2.1,0.054,2.571428571,0.003,0.0,0.0,0.2,0.095238095,4,1,2,3,2,0.003,0.3
0.0,0.0,7.186316096,4.237423267,4.0,168.0,20.0,7.0,1.0,328.0197759,1.695916514,0.055918544,3.297246286,0.17772,5.400056099,0.132830397,0.313742976,0.155023117,4,1,5,4,2,5.7106064960000005,0.895965807
0.0,0.0,20.0,4.0,5.771839783,168.0,22.0,7.5,5.0,0.0,5.0,0.2115,4.23,0.0,0.0,0.0,0.0765,0.0153,4,0,7,4,2,0.0,7.97065
0.0,0.0,213.0,22.42105263,17.46196983,168.0,25.0,7.0,20.0,56.0,9.5,0.114,1.2,6.2,6.55,0.29,0.8,0.084210526,4,0,2,2,3,13.04,8.769309228
1.0,72.0,15.0,3.0,4.662877514,72.0,23.805,7.0,10.0,92.36081482,5.0,0.05,1.0,0.63,0.354609929,0.354609929,0.781765371,0.177376509,6,1,2,4,0,1.3392198579999999,12.47407267
0.0,0.0,4.0,2.0,1.69144539,24.0,21.0,7.5,10.0,400.0,2.0,0.029,1.45,0.2635325,3.639964894,0.216383243,0.35,0.175,4,1,2,4,0,4.119880637,0.527422904
0.0,0.0,7.17696167,2.636979136,1.0,24.0,20.0,8.0,4.0,42.0,1.6,0.04992,3.12,0.099112857,0.69,0.023737199,0.34584911,0.125213026,4,1,2,3,2,0.8128500559999999,0.816774871
0.0,0.0,10.0,2.702702703,3.129543467,20.0,22.0,6.9,10.0,0.0,3.7,0.0727,2.0,0.03,1.2,0.01,0.15,0.040540541,4,1,2,4,1,1.24,4.306374104
0.0,0.0,6.0,2.0,2.290449471,24.0,20.0,7.0,13.14,500.0,3.0,0.0078,0.26,0.28008,4.365514894,0.154368949,0.522831026,0.171808953,4,1,2,4,0,4.7999638430000005,2.518461908
0.0,0.0,8.0,0.655737705,0.3,168.0,25.0,7.0,20.0,200.0,12.2,0.18788,1.54,0.2,35.42,0.23,2.995966944,0.290687272,4,1,2,2,3,35.85,9.9
3.0,72.0,0.0,0.0,6.254509041,0.0,24.12,7.0,10.0,210.9179156,5.0,0.05,1.0,0.63,0.354609929,0.354609929,0.815862807,0.167101863,6,2,2,4,0,1.3392198579999999,0.0
3.5,12.0,10.5,3.0,4.10373503,168.0,25.0,7.2,5.0,0.0,3.5,0.04235,1.21,0.365865,6.483856099,0.181181794,0.595,0.17,5,0,2,4,2,7.030902893,1.519048238
0.0,0.0,67.8,20.0,11.13448211,72.0,22.0,7.0,14.39,50.77532043,3.39,0.097267214,2.869239364,1.05297381,5.025774281,0.165194794,0.664440002,0.186753561,4,1,2,4,2,6.243942885,7.2207
1.3590924,31.80921998,6.0,2.0,2.008333351,72.0,19.48,8.0,40.0,0.0,3.0,0.12,4.0,0.169593333,11.61830277,0.242519184,0.310014042,0.077954958,6,1,2,3,2,12.030415287,2.466888802
0.0,0.0,50.0,15.33742331,45.8,168.0,25.0,7.0,20.0,86.83302465,3.26,0.033904,1.04,0.5496,6.557690631,0.474519,1.059846204,0.221899957,4,1,2,2,1,7.581809631,0.2
0.0,0.0,15.0,3.0,11.1,10.0,25.0,7.0,20.0,500.0,5.0,0.35,7.0,0.0,0.0,0.0,0.02,0.004,4,0,2,4,2,0.0,0.675554708
0.0,0.0,6.0,2.0,4.233938586,24.0,20.0,7.0,16.29954545,50.0,3.0,0.003,0.1,0.4016325,3.931991489,0.16932385,0.606913407,0.171206935,4,0,2,4,0,4.502947839,2.444802183
0.0,0.0,9.51868148,2.959908738,3.674122803,72.0,20.0,7.0,5.0,828.7,3.2,0.1088,3.4,0.15888,6.947326596,0.170550894,0.326556666,0.107695663,4,0,5,4,1,7.27675749,0.369316474
0.0,0.0,20.0,10.52631579,5.626035209,2.0,25.0,7.0,2.0,648.0,1.9,0.0247,1.3,1.111504921,4.84763,0.251931814,0.17,0.089473684,4,1,7,4,1,6.211066734999999,0.902947406
0.0,0.0,72.84080102,6.167645819,1.0,24.0,20.0,8.0,1000.0,30.0,4.5,0.152,3.377777778,0.0,0.0,0.0,0.15,0.033333333,4,1,2,3,2,0.0,0.0
2.6825,0.166666667,2.6825,0.357666667,4.545672756,0.333333333,25.0,7.0,5.0,52.0,7.5,0.203,2.706666667,2.29,1.9,1.0,5.54,0.738666667,1,1,7,4,3,5.1899999999999995,0.534091012
0.0,0.0,60.0,7.614213198,7.2,168.0,25.0,7.0,20.0,90.02398257,7.88,0.200152,2.54,0.0,13.71947805,0.344972318,1.010127131,0.203516877,4,0,2,2,2,14.064450368,11.8
0.0,0.0,20.0,3.278688525,9.813460495,48.0,25.0,7.0,20.0,78.74979923,6.1,0.111,1.819672131,0.3,5.021,0.4,1.5,0.245901639,4,1,2,4,3,5.721,8.271016881
0.0,0.0,10.0,2.857142857,5.7,168.0,25.0,7.0,20.0,67.8395059,3.5,0.04095,1.17,0.2606,6.182184152,0.18325,0.401927614,0.117321991,4,1,2,2,1,6.626034152,1.5
0.0,0.0,30.0,10.0,14.4,168.0,25.0,8.3,20.0,0.0,3.0,0.042,1.4,0.12,0.15,0.0,0.614097764,0.13958662,4,0,2,2,1,0.27,0.5
3.3,1.0,40.0,4.938271605,20.20128634,120.0,20.0,7.0,18.43,50.0,8.1,0.12,1.481481481,0.11,0.04,0.01,0.79,0.097530864,5,1,0,4,1,0.16,0.783889694
0.0,0.0,9.780218924,2.761499907,1.0,24.0,22.245,7.5,0.0,49.0,3.6,0.1,2.777777778,0.06,3.399058865,0.086785496,0.3819806,0.113115466,4,1,2,0,1,3.5458443610000003,11.0
2.3,0.019565217,8.757016666,2.840609454,3.701356312,72.0,20.0,7.0,5.0,178.7,3.2,0.1088,3.4,0.223415,4.493846596,0.152673936,0.205751319,0.061055468,5,0,5,4,1,4.869935532,2.756101368
5.85,0.5,11.7,3.0,4.995316958,72.0,25.0,7.0,10.0,20.0,3.9,0.068,1.743589744,0.02,2.0,0.085058298,0.21,0.053846154,0,0,2,4,1,2.105058298,1.255488414
0.0,0.0,7.81,2.440625,2.946874169,72.0,25.0,7.2,20.0,150.3389448,3.2,0.041277868,1.21382766,1.0,10.44843459,0.246333099,0.53292659,0.158438956,4,1,6,4,1,11.694767688999999,18.34575648
0.0,0.0,10.05,3.0,4.280105167,24.0,25.0,6.5,2.0,103.0,3.35,0.044555,1.33,0.05,4.012456099,0.09630461,0.39,0.11641791,4,0,2,4,1,4.158760709,26.09048005
0.0,0.0,6.0,2.0,2.254523313,24.0,20.0,7.0,12.85,200.0,3.0,0.0078,0.26,0.2910325,4.392214894,0.167788949,0.480252051,0.157745703,4,1,2,4,0,4.8510363430000005,4.146992814
5.365,0.166666667,5.365,0.715333333,4.673106536,0.333333333,25.0,7.0,5.0,52.0,7.5,0.203,2.706666667,2.29,1.9,1.0,5.54,0.738666667,1,1,7,4,3,5.1899999999999995,0.580049698
0.0,0.0,27.95483014,5.930335375,1.0,24.0,20.0,8.0,1000.0,0.0,1.7,0.059,3.470588235,0.004,0.0,0.0,0.14,0.082352941,4,1,2,3,2,0.004,0.33
0.0,0.0,6.0,2.0,2.038110804,24.0,20.0,8.0,12.95454545,100.0,3.0,0.0099,0.33,0.2313525,4.024778794,0.171241421,0.488407382,0.150542504,4,1,2,4,0,4.427372715000001,4.136640755
0.0,0.0,14.2,2.84,1.104763891,2.0,25.0,7.0,10.0,0.0,5.0,0.189332085,3.393120661,1.4,10.7143261,0.174928298,0.125246548,0.02504931,4,1,2,4,2,12.289254397999999,9.591471823
0.0,0.0,18.06762495,2.400243466,4.0,168.0,20.0,7.0,1.0,381.221176,7.527413451,0.229541562,3.049408186,1.03879,23.8518305,0.234767375,0.852502595,0.142097417,4,1,5,4,2,25.125387874999998,46.27671177
0.0,0.0,27.7,4.694915254,4.879527946,24.0,24.0,7.0,10.0,0.0,5.9,0.126,2.13559322,0.72207,2.968184397,0.128145298,0.43,0.072881356,4,1,2,4,1,3.818399695,4.02
0.0,0.0,60.0,4.918032787,18.7,168.0,25.0,7.0,20.0,200.0,12.2,0.18788,1.54,0.2,35.42,0.23,3.636310909,0.267465896,4,1,2,2,3,35.85,1.5
0.0,0.0,3.6,3.0,3.0,0.0,22.63,8.0,30.0,259.6510919,1.2,0.00048,0.04,0.88042,7.456478298,0.275290496,0.655113333,0.217109183,4,1,6,4,1,8.612188794000001,0.0
0.0,0.0,31.55412533,6.069389716,1.0,24.0,20.0,8.0,1000.0,0.0,1.8,0.07,3.888888889,0.0,0.78,0.0,0.285208025,0.106911528,4,1,2,3,2,0.78,0.0
0.0,0.0,38.9,13.32191781,7.08278994,24.0,25.0,7.0,10.0,27.3,2.92,0.057816,1.98,2.65,2.37,0.005,0.48,0.164383562,4,1,2,4,2,5.0249999999999995,11.00994948
